srk_pncp_item_compra,cod_compra,cod_item_compra,codigo_classe,codigo_grupo,numero_item_pncp,numero_grupo,numero_item_compra,descricao_detalhada,descricao_resumida,material_ou_servico,material_ou_servico_nome,valor_unitario_estimado,valor_total,quantidade,unidade_medida,orcamento_sigiloso,item_categoria_id_pncp,item_categoria_nome,patrimonio,codigo_registro_imobiliario,criterio_julgamento_id_pncp,criterio_julgamento_nome,situacao_compra_item,situacao_compra_item_nome,tipo_beneficio,tipo_beneficio_nome,incentivo_produtivo_basico,data_inclusao_pncp,data_atualizacao_pncp,tem_resultado,cod_item_catalogo,ID_contratacao_PNCP,cod_fornecedor,nome_fornecedor,data_resultado,valor_total_resultado,valor_unitario_resultado,quantidade_resultado,id_compra,id_compra_item,ano_compra,sequencial_compra,orgao_entidade_cnpj,unidade_orgao_codigo_unidade,margem_preferencia_normal,percentual_margem_preferencia_normal,margem_preferencia_adicional,percentual_margem_preferencia_adicional,codigo_NCM,descricao_NCM,numero_controle_PNCP_compra,TXT_LINK_MATERIAL,TXT_LINK_CLASSE,TXT_LINK_SERVICO,TXT_LINK_GRUPO
42067637,9761106,44581961,8910.0,,38,0,38,"LEITE FLUIDO, ORIGEM: DE VACA , TIPO: A , TEOR GORDURA: INTEGRAL , PROCESSAMENTO: UHT ",Leite Fluido,M,Material,9.95,1502.45,151.0,"Caixa 1,00 L",False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:30:03,True,445995.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,1170.25,7.75,151.0,92931605900012025,9293160590001202500038,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=445995,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8910,,
42074454,9761106,44581936,8905.0,,13,0,13,"CARNE DEFUMADA, TIPO CORTE: TOUCINHO (BACON) , TIPO ANIMAL: SUÍNA , APRESENTAÇÃO: EM MANTAS , ESTADO DE CONSERVAÇÃO: RESFRIADO(A) ",Carne defumada,M,Material,59.95,1079.1,18.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:22:02,True,447666.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,1069.74,59.43,18.0,92931605900012025,9293160590001202500013,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=447666,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8905,,
42067630,9761106,44581977,8920.0,,54,0,54,"AMIDO, BASE: DE MANDIOCA , GRUPO: FÉCULA , SUBGRUPO: PÓ , ACIDEZ: POLVILHO DOCE , ASPECTO FÍSICO: TIPO 1 ",Amido,M,Material,21.95,1668.2,76.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:35:17,True,462474.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,1628.68,21.43,76.0,92931605900012025,9293160590001202500054,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=462474,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8920,,
42067505,9761106,44581937,8915.0,,14,0,14,"FRUTA, TIPO: BANANA DA TERRA / BANANA COMPRIDA , APRESENTAÇÃO: NATURAL ",Fruta,M,Material,12.95,233.1,18.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:22:25,True,464377.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,223.74,12.43,18.0,92931605900012025,9293160590001202500014,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=464377,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8915,,
42067635,9761106,44581945,8915.0,,22,0,22,"POLPA DE FRUTA, TIPO: CAJU , APRESENTAÇÃO: CONGELADA ",Polpa de fruta,M,Material,32.95,2504.2,76.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:25:04,True,464511.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,2337.0,30.75,76.0,92931605900012025,9293160590001202500022,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=464511,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8915,,
42069285,9761106,44581958,8915.0,,35,0,35,"POLPA DE FRUTA, TIPO: GOIABA VERMELHA , APRESENTAÇÃO: CONGELADA ",Polpa de fruta,M,Material,34.95,2656.2,76.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:29:08,True,464514.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,2489.0,32.75,76.0,92931605900012025,9293160590001202500035,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=464514,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8915,,
42067613,9761106,44581942,8905.0,,19,0,19,"CARNE BOVINA IN NATURA, TIPO CORTE: ACÉM , APRESENTAÇÃO: CORTADA EM CUBOS , ESTADO DE CONSERVAÇÃO: CONGELADO(A) ",Carne bovina in natura,M,Material,38.95,14567.3,374.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:24:01,True,476495.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,14372.82,38.43,374.0,92931605900012025,9293160590001202500019,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=476495,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8905,,
42067506,9761106,44581969,8920.0,,46,0,46,"""MILHO"", TIPO: GRÃO , APLICAÇÃO: MUNGUNZÁ (CANJICA) ","""milho""",M,Material,16.95,254.25,15.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:32:20,True,279262.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,246.45,16.43,15.0,92931605900012025,9293160590001202500046,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=279262,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8920,,
42069286,9761106,44581966,8915.0,,43,0,43,"FRUTA, TIPO: TANGERINA PONCAN , APRESENTAÇÃO: NATURAL ",Fruta,M,Material,16.95,3457.8,204.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:31:28,True,464436.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,3351.72,16.43,204.0,92931605900012025,9293160590001202500043,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=464436,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8915,,
42067606,9761106,44581972,8910.0,,49,0,49,"OVO, ORIGEM: GALINHA , GRUPO: BRANCO , CLASSE: A , TIPO: JUMBO ",Ovo,M,Material,17.9,1306.7,73.0,"Bandeja 30,00 UN",False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:33:35,True,467577.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,1265.09,17.33,73.0,92931605900012025,9293160590001202500049,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=467577,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8910,,
42069280,9761106,44581979,8950.0,,56,0,56,"SAL, TIPO: REFINADO , APLICAÇÃO: ALIMENTÍCIA , CARACTERÍSTICAS ADICIONAIS: TEOR MÍNIMO CLORETO DE SÓDIO 98,5% ",Sal,M,Material,3.08,83.16,27.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:35:48,True,291893.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,67.5,2.5,27.0,92931605900012025,9293160590001202500056,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=291893,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8950,,
42067605,9761106,44581964,8920.0,,41,0,41,"MACARRÃO, TEOR DE UMIDADE: MASSA SECA , BASE DA MASSA: DE FARINHA DE TRIGO , APRESENTAÇÃO: ESPAGUETE ",Macarrão,M,Material,16.95,2559.45,151.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:30:57,True,458951.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,2482.44,16.44,151.0,92931605900012025,9293160590001202500041,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=458951,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8920,,
42067631,9761106,44581939,8915.0,,16,0,16,"LEGUME IN NATURA, TIPO: BATATA INGLESA ",Legume in natura,M,Material,8.95,1091.9,122.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:23:01,True,463754.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,1028.46,8.43,122.0,92931605900012025,9293160590001202500016,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=463754,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8915,,
42067638,9761106,44581946,8915.0,,23,0,23,"LEGUME IN NATURA, TIPO: CEBOLA BRANCA ",Legume in natura,M,Material,8.95,1235.1,138.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:25:22,True,463781.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,931.5,6.75,138.0,92931605900012025,9293160590001202500023,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=463781,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8915,,
42067614,9761106,44581950,8915.0,,27,0,27,"VERDURA IN NATURA, TIPO: COUVE ",Verdura in natura,M,Material,39.95,1917.6,48.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:26:46,True,463822.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,1836.0,38.25,48.0,92931605900012025,9293160590001202500027,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=463822,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8915,,
42069278,9761106,44581938,8915.0,,15,0,15,"FRUTA, TIPO: BANANA PRATA / BANANA BRANCA , APRESENTAÇÃO: NATURAL ",Fruta,M,Material,9.95,6547.1,658.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:22:40,True,464381.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,6204.94,9.43,658.0,92931605900012025,9293160590001202500015,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=464381,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8915,,
42074483,9761106,44581968,8920.0,,45,0,45,"AMIDO, BASE: DE MILHO , GRUPO: FÉCULA ",Amido,M,Material,19.0,38.0,2.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:32:02,True,467050.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,36.86,18.43,2.0,92931605900012025,9293160590001202500045,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=467050,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8920,,
42069284,9761106,44581951,8925.0,,28,0,28,"CÔCO RALADO, INGREDIENTES: AMÊNDOA DE CÔCO , APRESENTAÇÃO: DESIDRATADO E TRITURADO , CARACTERÍSTICAS ADICIONAIS: DESENGORDURADO E DESIDRATADO , APLICAÇÃO: ALIMENTAÇÃO DE PESSOAL ",Côco Ralado,M,Material,58.95,589.5,10.0,"Pacote 1,00 KG",False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:27:03,True,258358.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,302.5,30.25,10.0,92931605900012025,9293160590001202500028,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=258358,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8925,,
42069279,9761106,44581971,8920.0,,48,0,48,"SOJA, TIPO: GRÃOS , UMIDADE: 13 PER, APLICAÇÃO: ALIMENTAÇÃO HUMANA , CARACTERÍSTICAS ADICIONAIS: ENSACADO, LIVRE DE IMPUREZAS E PRAGAS ",Soja,M,Material,12.95,2097.9,162.0,Unidade,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:33:02,True,457279.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,2013.66,12.43,162.0,92931605900012025,9293160590001202500048,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=457279,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8920,,
42067634,9761106,44581948,8950.0,,25,0,25,"CONDIMENTO, TIPO: CEBOLINHA E COENTRO , APRESENTAÇÃO: NATURAL ",Condimento,M,Material,39.95,2317.1,58.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:26:04,True,463881.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,2189.5,37.75,58.0,92931605900012025,9293160590001202500025,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=463881,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8950,,
42074445,9761106,44581932,8950.0,,9,0,9,"CONDIMENTO, TIPO: ALHO , APRESENTAÇÃO: NATURAL , ADICIONAL: CABEÇA ",Condimento,M,Material,34.95,2796.0,80.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:18:28,True,463938.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,2754.4,34.43,80.0,92931605900012025,9293160590001202500009,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=463938,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8950,,
42074444,9761106,44581928,8915.0,,5,0,5,"FRUTA, TIPO: ABACAXI PÉROLA , APRESENTAÇÃO: NATURAL ",Fruta,M,Material,10.95,240.9,22.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:16:27,True,464374.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,229.46,10.43,22.0,92931605900012025,9293160590001202500005,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=464374,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8915,,
42067623,9761106,44581959,8910.0,,36,0,36,"IOGURTE NATURAL, TEOR GORDURA: PARCIALMENTE DESNATADO , SABOR: COM SABOR , COMPONENTES: COM POLPA OU PEDAÇOS DE FRUTA ",Iogurte Natural,M,Material,36.95,1256.3,34.0,"Embalagem 1,00 KG",False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:29:25,True,446708.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,1181.5,34.75,34.0,92931605900012025,9293160590001202500036,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=446708,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8910,,
42071041,9761106,44581929,8915.0,,6,0,6,"LEGUME IN NATURA, TIPO: ABOBRINHA ITALIANA ",Legume in natura,M,Material,11.95,83.65,7.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:17:12,True,463749.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,80.01,11.43,7.0,92931605900012025,9293160590001202500006,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=463749,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8915,,
42067508,9761106,44581981,8915.0,,58,0,58,"LEGUME IN NATURA, TIPO: TOMATE SALADA ",Legume in natura,M,Material,13.95,2371.5,170.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:36:24,True,463806.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,2283.1,13.43,170.0,92931605900012025,9293160590001202500058,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=463806,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8915,,
42067507,9761106,44581963,8915.0,,40,0,40,"FRUTA, TIPO: MAÇÃ FUJI , APRESENTAÇÃO: NATURAL ",Fruta,M,Material,16.95,1288.2,76.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:30:37,True,464401.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,1248.68,16.43,76.0,92931605900012025,9293160590001202500040,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=464401,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8915,,
42074446,9761106,44581933,8915.0,,10,0,10,"OLEAGINOSA, TIPO: AMENDOIM , APRESENTAÇÃO: NATURAL , ADICIONAL: COM CASCA ",Oleaginosa,M,Material,39.95,319.6,8.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:20:03,True,464535.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,315.44,39.43,8.0,92931605900012025,9293160590001202500010,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=464535,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8915,,
42069282,9761106,44581965,8910.0,,42,0,42,"MANTEIGA, TIPO: PRIMEIRA QUALIDADE , COMPOSIÇÃO: COM SAL ",Manteiga,M,Material,29.95,89.85,3.0,"Pote 1,00 KG",False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:31:10,True,446393.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,88.29,29.43,3.0,92931605900012025,9293160590001202500042,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=446393,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8910,,
42067611,9761106,44581975,8905.0,,52,0,52,"CARNE SUÍNA IN NATURA, TIPO CORTE: LOMBO , APRESENTAÇÃO: PEÇA INTEIRA , ESTADO DE CONSERVAÇÃO: CONGELADO(A) ",Carne suína in natura,M,Material,34.95,1118.4,32.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:34:45,True,447518.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,1101.76,34.43,32.0,92931605900012025,9293160590001202500052,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=447518,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8905,,
42074484,9761106,44581976,8905.0,,53,0,53,"PEIXE IN NATURA, VARIEDADE: PESCADA BRANCA , TIPO CORTE: FILÉ , APRESENTAÇÃO: SEM PELE , ESTADO DE CONSERVAÇÃO: CONGELADO(A) ",Peixe in natura,M,Material,99.95,2698.65,27.0,Quilograma,False,3,Informática (TIC),,,1,Menor preço,2,Homologado,1,Participação exclusiva para ME/EPP,False,2025-11-28 07:00:11,2026-01-25 17:35:00,True,448892.0,27701257000127-1-000002/2025,57957163000184,57.957.163 FERNANDA SILVA DE CARVALHO,2026-01-25,2684.61,99.43,27.0,92931605900012025,9293160590001202500053,2025,2,27701257000127,929316,False,,False,,,,27701257000127-1-000002/2025,https://dadosabertos.compras.gov.br/modulo-material/4_consultarItemMaterial?codigoItem=448892,https://dadosabertos.compras.gov.br/modulo-material/2_consultarClasseMaterial?pagina=1&codigoClasse=8905,,
